student_id,full_name,email,phone,age,grade,city,school,enrolled_course,join_date,last_active,xp_points,lessons_completed,streak_days,quizzes_attempted,quiz_avg_score,badge,island_level,subscription_plan,referral_code
LK0246,Karan Joshi,karan.joshi41@gmail.com,9413272032,12,7th,Bangalore,Bal Bharati Public School,MERN Stack Basics - Batch 8,2024-02-25,2025-03-11,1409,21,52,11,38.1,Champion,10,Free,LKKA7202
LK0247,Ishaan Sharma,ishaan.sharma68@gmail.com,9843623401,13,7th,Gurugram,Delhi Public School,MERN Stack Basics - Batch 6,2025-04-16,2025-03-02,703,43,7,26,58.4,Beginner,8,Basic,LKIS2225
LK0248,Aisha Saxena,aisha.saxena63@gmail.com,9877436500,13,8th,Bhopal,Delhi Public School,MERN Stack Basics - Batch 8,2024-09-08,2025-05-11,4327,69,97,24,51.1,Innovator,1,Basic,LKAI2545
LK0249,Aarush Tiwari,aarush.tiwari83@gmail.com,9783469821,14,6th,Bhopal,DAV Public School,MERN Stack Basics - Batch 7,2024-02-19,2025-05-27,3442,33,92,23,60.7,Builder,9,Basic,LKAA5370
LK0250,Ankita Bajaj,ankita.bajaj84@gmail.com,9832700191,11,8th,Jaipur,Springdales School,MERN Stack Basics - Batch 8,2025-04-22,2025-05-08,2905,10,2,32,40.3,Innovator,2,Basic,LKAN8817
LK0251,Simran Chauhan,simran.chauhan45@gmail.com,9127377582,11,6th,Chandigarh,Kendriya Vidyalaya,MERN Stack Basics - Batch 7,2024-08-04,2025-04-30,3455,74,110,1,77.9,Beginner,7,Free,LKSI6499
LK0252,Karan Verma,karan.verma82@gmail.com,9293461188,13,7th,Hyderabad,St. Xavier's School,MERN Stack Basics - Batch 7,2025-04-29,2025-01-12,2536,19,53,38,49.4,Innovator,8,Free,LKKA8088
LK0253,Diya Agarwal,diya.agarwal93@gmail.com,9572302605,11,7th,Jaipur,Kendriya Vidyalaya,MERN Stack Basics - Batch 7,2024-01-05,2025-03-16,174,76,63,17,42.9,Coder,7,Free,LKDI7406
LK0254,Advait Shukla,advait.shukla86@gmail.com,9370468025,13,8th,Pune,Modern School,MERN Stack Basics - Batch 6,2024-07-02,2025-04-16,367,58,60,46,77.2,Innovator,10,Free,LKAD2930
LK0255,Divya Yadav,divya.yadav47@gmail.com,9482988519,12,7th,Ahmedabad,Delhi Public School,MERN Stack Basics - Batch 6,2024-06-14,2025-06-15,1075,19,51,19,52.6,Explorer,4,Basic,LKDI8110
LK0256,Vivaan Mehta,vivaan.mehta23@gmail.com,9682106661,13,8th,Mumbai,Delhi Public School,MERN Stack Basics - Batch 7,2024-08-18,2025-05-29,3751,5,67,14,79.9,Innovator,2,Basic,LKVI4038
LK0257,Swati Kumar,swati.kumar85@gmail.com,9925628207,13,8th,Lucknow,Springdales School,MERN Stack Basics - Batch 8,2024-10-24,2025-03-30,2454,42,41,50,53.7,Explorer,8,Basic,LKSW1565
LK0258,Varun Saxena,varun.saxena53@gmail.com,9455904409,13,6th,Pune,Delhi Public School,MERN Stack Basics - Batch 7,2024-06-28,2025-02-19,3575,60,71,8,92.9,Builder,4,Basic,LKVA7273
LK0259,Aman Kapoor,aman.kapoor50@gmail.com,9196165744,12,8th,Bhopal,St. Xavier's School,MERN Stack Basics - Batch 8,2024-04-06,2025-04-27,4747,17,28,16,54.8,Coder,4,Pro,LKAM2944
LK0260,Shreya Choudhary,shreya.choudhary32@gmail.com,9151676559,13,8th,Jaipur,The Shri Ram School,MERN Stack Basics - Batch 7,2025-02-25,2025-03-27,3473,30,54,37,43.2,Explorer,8,Pro,LKSH7855
LK0261,Aditya Bajaj,aditya.bajaj45@gmail.com,9539678259,13,8th,Lucknow,DAV Public School,MERN Stack Basics - Batch 8,2024-08-31,2025-03-22,2718,58,11,38,65.4,Builder,2,Free,LKAD6729
LK0262,Muskan Sharma,muskan.sharma80@gmail.com,9124952739,14,6th,Ahmedabad,Amity International School,MERN Stack Basics - Batch 7,2024-09-27,2025-04-21,4782,72,89,27,38.8,Coder,6,Basic,LKMU9951
LK0263,Karan Gupta,karan.gupta38@gmail.com,9925274652,14,8th,Lucknow,Amity International School,MERN Stack Basics - Batch 7,2024-01-31,2025-04-21,4250,5,71,11,44.1,Coder,6,Free,LKKA1970
LK0264,Priya Srivastava,priya.srivastava15@gmail.com,9604534823,14,6th,Bhopal,DAV Public School,MERN Stack Basics - Batch 6,2024-10-01,2025-03-03,1118,1,21,17,99.7,Builder,5,Free,LKPR1435
LK0265,Shreya Tiwari,shreya.tiwari56@gmail.com,9155866240,12,8th,Chandigarh,Amity International School,MERN Stack Basics - Batch 8,2024-01-19,2025-05-14,1817,9,20,38,73.4,Beginner,8,Free,LKSH9950
LK0266,Pranav Chauhan,pranav.chauhan55@gmail.com,9663289354,14,6th,Lucknow,Ryan International School,MERN Stack Basics - Batch 6,2024-06-04,2025-04-10,4057,73,44,38,75.7,Explorer,7,Pro,LKPR6255
LK0267,Ananya Dubey,ananya.dubey62@gmail.com,9897975117,12,6th,Delhi,Kendriya Vidyalaya,MERN Stack Basics - Batch 6,2025-02-13,2025-02-23,3985,19,7,0,30.6,Explorer,8,Free,LKAN1424
LK0268,Pooja Gupta,pooja.gupta22@gmail.com,9308784139,11,7th,Pune,Modern School,MERN Stack Basics - Batch 7,2024-05-17,2025-05-23,1027,9,51,15,32.7,Innovator,8,Pro,LKPO2524
LK0269,Vedant Joshi,vedant.joshi24@gmail.com,9301237377,14,6th,Jaipur,Modern School,MERN Stack Basics - Batch 8,2024-11-05,2025-03-15,2177,36,11,32,78.2,Champion,6,Free,LKVE6301
LK0270,Diya Srivastava,diya.srivastava28@gmail.com,9775154523,13,8th,Bangalore,Kendriya Vidyalaya,MERN Stack Basics - Batch 6,2024-10-23,2025-05-19,3174,42,46,12,93.7,Builder,5,Basic,LKDI5064
LK0271,Sanya Verma,sanya.verma35@gmail.com,9664314580,13,6th,Lucknow,St. Xavier's School,MERN Stack Basics - Batch 6,2025-05-23,2025-02-13,3840,37,99,9,80.8,Builder,9,Basic,LKSA6708
LK0272,Deepa Iyer,deepa.iyer36@gmail.com,9287133561,14,6th,Jaipur,DAV Public School,MERN Stack Basics - Batch 7,2025-03-15,2025-02-21,4465,60,90,27,90.9,Beginner,6,Pro,LKDE3638
LK0273,Ananya Singh,ananya.singh14@gmail.com,9896599980,13,7th,Noida,DAV Public School,MERN Stack Basics - Batch 6,2024-12-27,2025-06-08,1178,62,9,40,93.0,Builder,8,Pro,LKAN9144
LK0274,Aman Joshi,aman.joshi49@gmail.com,9153640853,11,6th,Bhopal,St. Xavier's School,MERN Stack Basics - Batch 7,2024-09-16,2025-06-13,4520,28,12,8,46.3,Coder,3,Pro,LKAM5722
LK0275,Rohan Rao,rohan.rao87@gmail.com,9832583003,12,7th,Lucknow,Delhi Public School,MERN Stack Basics - Batch 6,2024-09-09,2025-04-19,1345,14,74,26,62.8,Beginner,8,Free,LKRO3832
LK0276,Aman Kumar,aman.kumar65@gmail.com,9410632996,11,7th,Bhopal,Bal Bharati Public School,MERN Stack Basics - Batch 6,2024-07-28,2025-03-12,2679,0,2,10,81.8,Beginner,7,Free,LKAM1718
LK0277,Aman Shukla,aman.shukla33@gmail.com,9315382693,14,7th,Chennai,Springdales School,MERN Stack Basics - Batch 7,2025-01-26,2025-01-20,833,10,87,13,97.2,Coder,3,Basic,LKAM2778
LK0278,Aarush Gupta,aarush.gupta43@gmail.com,9648890895,14,6th,Chennai,St. Xavier's School,MERN Stack Basics - Batch 7,2025-04-30,2025-02-27,415,9,21,29,97.0,Innovator,5,Free,LKAA2509
LK0279,Aarav Srivastava,aarav.srivastava80@gmail.com,9858593177,12,8th,Jaipur,Delhi Public School,MERN Stack Basics - Batch 7,2025-05-26,2025-02-03,319,28,32,12,58.6,Coder,1,Pro,LKAA2340
LK0280,Ananya Yadav,ananya.yadav97@gmail.com,9911446555,12,6th,Indore,St. Xavier's School,MERN Stack Basics - Batch 7,2024-06-12,2025-01-28,2756,18,57,47,52.5,Coder,2,Free,LKAN4836
LK0281,Nikhil Bhatia,nikhil.bhatia36@gmail.com,9451972401,14,6th,Mumbai,Ryan International School,MERN Stack Basics - Batch 7,2025-01-24,2025-01-07,2626,12,48,43,75.4,Innovator,1,Free,LKNI2981
LK0282,Ananya Chauhan,ananya.chauhan66@gmail.com,9668796594,13,6th,Gurugram,Ryan International School,MERN Stack Basics - Batch 6,2024-04-22,2025-05-31,1944,32,111,5,93.3,Champion,8,Free,LKAN9337
LK0283,Kritika Patel,kritika.patel30@gmail.com,9755003419,14,6th,Kolkata,Kendriya Vidyalaya,MERN Stack Basics - Batch 7,2024-07-05,2025-06-24,905,47,23,4,87.4,Explorer,8,Free,LKKR4840
LK0284,Aman Nair,aman.nair22@gmail.com,9107296422,14,6th,Mumbai,Delhi Public School,MERN Stack Basics - Batch 7,2024-08-02,2025-05-09,4029,65,111,26,85.4,Coder,7,Basic,LKAM1427
LK0285,Ananya Rastogi,ananya.rastogi76@gmail.com,9203164829,11,8th,Bhopal,Amity International School,MERN Stack Basics - Batch 7,2024-11-09,2025-03-26,3291,69,32,44,69.0,Innovator,9,Pro,LKAN4367
LK0286,Darsh Saxena,darsh.saxena11@gmail.com,9129591764,13,7th,Delhi,Springdales School,MERN Stack Basics - Batch 8,2025-02-18,2025-03-05,4204,58,8,8,50.8,Coder,6,Free,LKDA9980
LK0287,Sneha Bajaj,sneha.bajaj68@gmail.com,9515608517,13,6th,Pune,St. Xavier's School,MERN Stack Basics - Batch 7,2024-06-24,2025-06-21,1723,32,89,44,98.2,Explorer,10,Free,LKSN7133
LK0288,Kritika Kapoor,kritika.kapoor33@gmail.com,9671959684,14,8th,Hyderabad,Ryan International School,MERN Stack Basics - Batch 8,2024-12-05,2025-04-15,1363,59,109,16,95.4,Champion,7,Basic,LKKR7858
LK0289,Pooja Desai,pooja.desai84@gmail.com,9457135597,12,7th,Gurugram,Amity International School,MERN Stack Basics - Batch 6,2024-06-28,2025-03-25,2880,70,24,45,77.0,Champion,4,Pro,LKPO3469
LK0290,Shaurya Mehta,shaurya.mehta16@gmail.com,9640059408,12,7th,Bangalore,Delhi Public School,MERN Stack Basics - Batch 8,2024-03-04,2025-01-25,4203,69,49,19,54.7,Builder,6,Free,LKSH4532
LK0291,Ananya Saxena,ananya.saxena43@gmail.com,9207920493,12,7th,Indore,Springdales School,MERN Stack Basics - Batch 6,2025-04-09,2025-03-26,4487,38,10,6,71.3,Beginner,9,Pro,LKAN8583
LK0292,Neha Saxena,neha.saxena21@gmail.com,9216369123,13,6th,Chandigarh,DAV Public School,MERN Stack Basics - Batch 6,2024-11-03,2025-04-08,4024,62,97,34,95.4,Explorer,8,Free,LKNE3900
LK0293,Diya Rastogi,diya.rastogi87@gmail.com,9535781245,13,6th,Mumbai,Springdales School,MERN Stack Basics - Batch 8,2024-06-24,2025-01-02,836,26,97,19,68.0,Explorer,8,Basic,LKDI4130
LK0294,Tanvi Desai,tanvi.desai73@gmail.com,9517529990,13,8th,Mumbai,St. Xavier's School,MERN Stack Basics - Batch 7,2024-02-10,2025-02-17,4955,53,6,40,80.5,Explorer,6,Basic,LKTA3131
LK0295,Advik Saxena,advik.saxena69@gmail.com,9238926345,11,8th,Pune,Modern School,MERN Stack Basics - Batch 7,2025-03-12,2025-06-01,4979,71,110,48,84.4,Innovator,10,Basic,LKAD2466
LK0296,Simran Desai,simran.desai45@gmail.com,9144626973,11,6th,Ahmedabad,Modern School,MERN Stack Basics - Batch 6,2024-08-14,2025-02-15,219,25,29,26,57.5,Beginner,5,Basic,LKSI8586
LK0297,Advik Srivastava,advik.srivastava65@gmail.com,9910603068,14,7th,Pune,Kendriya Vidyalaya,MERN Stack Basics - Batch 6,2024-10-23,2025-06-22,2174,56,22,1,94.5,Innovator,3,Pro,LKAD7124
LK0298,Priya Saxena,priya.saxena81@gmail.com,9169545024,12,8th,Hyderabad,St. Xavier's School,MERN Stack Basics - Batch 8,2024-12-25,2025-03-19,2587,38,10,13,50.6,Explorer,10,Free,LKPR1687
LK0299,Kabir Bhatia,kabir.bhatia59@gmail.com,9848095989,12,7th,Gurugram,St. Xavier's School,MERN Stack Basics - Batch 8,2024-10-12,2025-06-16,4121,41,119,21,74.0,Innovator,7,Free,LKKA4749
LK0300,Navya Desai,navya.desai41@gmail.com,9700060350,14,6th,Chennai,Springdales School,MERN Stack Basics - Batch 7,2024-10-30,2025-04-22,1561,41,53,26,97.5,Explorer,7,Basic,LKNA4865
LK0301,Govind Srivastava,govind.srivastava83@gmail.com,9546624153,14,7th,Pune,Kendriya Vidyalaya,MERN Stack Basics - Batch 8,2024-12-31,2025-01-15,1273,48,13,34,69.9,Beginner,8,Free,LKGO3283
LK0302,Kabir Srivastava,kabir.srivastava54@gmail.com,9990363665,12,7th,Gurugram,Amity International School,MERN Stack Basics - Batch 8,2024-11-18,2025-04-06,887,0,0,9,53.5,Innovator,6,Pro,LKKA9221
LK0303,Govind Khanna,govind.khanna53@gmail.com,9709665820,11,8th,Chandigarh,St. Xavier's School,MERN Stack Basics - Batch 8,2025-04-24,2025-01-04,4896,18,48,30,51.0,Coder,8,Basic,LKGO5463
LK0304,Priya Singh,priya.singh16@gmail.com,9789146033,12,6th,Bangalore,Delhi Public School,MERN Stack Basics - Batch 6,2024-07-21,2025-02-17,2785,1,95,38,75.4,Builder,7,Pro,LKPR4266
LK0305,Mehak Choudhary,mehak.choudhary28@gmail.com,9190769533,11,8th,Chennai,St. Xavier's School,MERN Stack Basics - Batch 7,2024-08-16,2025-04-27,4904,28,14,14,48.9,Champion,3,Basic,LKME8802
LK0306,Kunal Patel,kunal.patel41@gmail.com,9581281684,13,7th,Chandigarh,Amity International School,MERN Stack Basics - Batch 8,2024-12-16,2025-05-07,1367,8,86,32,66.8,Explorer,6,Basic,LKKU9468
LK0307,Arjun Rastogi,arjun.rastogi24@gmail.com,9445866343,13,8th,Indore,Ryan International School,MERN Stack Basics - Batch 6,2025-02-05,2025-01-23,3646,10,77,19,55.2,Explorer,4,Pro,LKAR8259
LK0308,Lakshay Choudhary,lakshay.choudhary41@gmail.com,9732687187,11,7th,Pune,The Shri Ram School,MERN Stack Basics - Batch 8,2024-03-14,2025-03-16,2124,53,57,0,87.1,Beginner,5,Basic,LKLA8313
LK0309,Mehak Mehta,mehak.mehta64@gmail.com,9906660187,12,6th,Kolkata,The Shri Ram School,MERN Stack Basics - Batch 6,2024-01-19,2025-02-03,4679,5,120,1,96.5,Builder,2,Free,LKME3085
LK0310,Ishita Chauhan,ishita.chauhan32@gmail.com,9271142178,11,6th,Mumbai,Kendriya Vidyalaya,MERN Stack Basics - Batch 7,2024-04-04,2025-01-15,4869,49,15,20,91.5,Innovator,2,Basic,LKIS6215
LK0311,Shreya Bajaj,shreya.bajaj20@gmail.com,9949351804,12,7th,Gurugram,Kendriya Vidyalaya,MERN Stack Basics - Batch 6,2025-05-01,2025-02-28,4697,26,89,3,62.1,Beginner,6,Pro,LKSH4799
LK0312,Reyansh Shukla,reyansh.shukla22@gmail.com,9875471385,12,6th,Delhi,DAV Public School,MERN Stack Basics - Batch 6,2025-04-26,2025-02-15,4612,21,14,23,41.8,Champion,8,Pro,LKRE2740
LK0313,Kabir Malhotra,kabir.malhotra34@gmail.com,9736463890,11,6th,Noida,Kendriya Vidyalaya,MERN Stack Basics - Batch 7,2024-07-02,2025-03-29,831,35,80,12,34.3,Champion,7,Pro,LKKA5557
LK0314,Yash Patel,yash.patel91@gmail.com,9178317061,14,8th,Indore,Delhi Public School,MERN Stack Basics - Batch 8,2024-09-19,2025-03-27,1642,68,29,35,57.3,Builder,3,Free,LKYA2307
LK0315,Sanya Bajaj,sanya.bajaj80@gmail.com,9203984221,11,6th,Hyderabad,DAV Public School,MERN Stack Basics - Batch 6,2024-02-22,2025-02-06,1941,44,39,22,44.3,Beginner,1,Free,LKSA1587
LK0316,Dev Kapoor,dev.kapoor41@gmail.com,9257955507,14,8th,Mumbai,St. Xavier's School,MERN Stack Basics - Batch 7,2024-03-22,2025-02-21,272,54,88,9,83.9,Beginner,7,Basic,LKDE2525
LK0317,Ruchika Choudhary,ruchika.choudhary90@gmail.com,9189646574,13,8th,Ahmedabad,Kendriya Vidyalaya,MERN Stack Basics - Batch 6,2025-04-14,2025-03-18,4419,27,104,46,91.1,Explorer,7,Free,LKRU3159
LK0318,Atharv Joshi,atharv.joshi57@gmail.com,9317932274,14,6th,Noida,DAV Public School,MERN Stack Basics - Batch 6,2024-06-10,2025-03-30,2198,64,42,8,77.0,Explorer,10,Free,LKAT6261
LK0319,Swati Dubey,swati.dubey28@gmail.com,9542239648,13,8th,Hyderabad,Kendriya Vidyalaya,MERN Stack Basics - Batch 6,2024-08-13,2025-06-01,1395,23,25,29,42.7,Beginner,10,Basic,LKSW5079
LK0320,Parth Singh,parth.singh15@gmail.com,9883290445,14,6th,Indore,Ryan International School,MERN Stack Basics - Batch 8,2024-11-14,2025-01-09,3268,7,16,9,96.4,Beginner,6,Free,LKPA4818
LK0321,Arnav Malhotra,arnav.malhotra77@gmail.com,9870012399,14,8th,Lucknow,DAV Public School,MERN Stack Basics - Batch 6,2024-05-27,2025-01-13,1712,54,44,17,60.2,Beginner,2,Basic,LKAR1032
LK0322,Advik Desai,advik.desai63@gmail.com,9251375473,13,6th,Chandigarh,DAV Public School,MERN Stack Basics - Batch 6,2024-03-10,2025-06-01,1471,36,30,4,66.7,Beginner,4,Free,LKAD4237
LK0323,Shaurya Bhatia,shaurya.bhatia77@gmail.com,9765079919,11,7th,Indore,The Shri Ram School,MERN Stack Basics - Batch 7,2025-03-24,2025-01-14,3260,28,50,17,44.1,Innovator,8,Basic,LKSH9046
LK0324,Vihaan Chauhan,vihaan.chauhan75@gmail.com,9913397958,12,7th,Ahmedabad,Amity International School,MERN Stack Basics - Batch 6,2024-01-23,2025-06-28,3175,57,57,35,93.0,Innovator,1,Basic,LKVI6714
LK0325,Kiara Khanna,kiara.khanna49@gmail.com,9995199234,13,6th,Lucknow,Springdales School,MERN Stack Basics - Batch 6,2025-03-07,2025-01-16,1760,4,39,24,32.6,Explorer,1,Pro,LKKI2929
LK0326,Arjun Shukla,arjun.shukla30@gmail.com,9282933902,11,6th,Ahmedabad,Ryan International School,MERN Stack Basics - Batch 7,2024-07-02,2025-05-06,315,62,110,19,87.4,Builder,9,Basic,LKAR1241
LK0327,Muskan Agarwal,muskan.agarwal81@gmail.com,9981389624,11,8th,Indore,Delhi Public School,MERN Stack Basics - Batch 6,2025-01-28,2025-03-05,3852,77,69,21,65.8,Explorer,10,Pro,LKMU8888
LK0328,Dhruv Bhatia,dhruv.bhatia41@gmail.com,9776298474,11,6th,Chennai,The Shri Ram School,MERN Stack Basics - Batch 8,2024-01-10,2025-02-02,1486,38,33,41,49.9,Innovator,10,Free,LKDH2814
LK0329,Vihaan Yadav,vihaan.yadav57@gmail.com,9252355727,12,6th,Kolkata,Bal Bharati Public School,MERN Stack Basics - Batch 7,2024-05-20,2025-06-12,4693,17,96,26,43.3,Champion,7,Free,LKVI4425
LK0330,Kiara Pandey,kiara.pandey80@gmail.com,9333633952,13,7th,Lucknow,Delhi Public School,MERN Stack Basics - Batch 8,2025-05-19,2025-05-25,310,8,115,39,70.0,Explorer,6,Basic,LKKI4433
LK0331,Navya Yadav,navya.yadav36@gmail.com,9358597713,13,6th,Chennai,Modern School,MERN Stack Basics - Batch 8,2024-12-10,2025-04-21,1615,78,0,45,98.8,Beginner,10,Free,LKNA4258
LK0332,Rajan Mehta,rajan.mehta34@gmail.com,9168257819,12,7th,Hyderabad,Delhi Public School,MERN Stack Basics - Batch 8,2024-10-23,2025-01-07,1097,47,14,20,75.8,Champion,7,Basic,LKRA5194
LK0333,Sai Rao,sai.rao43@gmail.com,9693557679,14,7th,Indore,Bal Bharati Public School,MERN Stack Basics - Batch 7,2025-01-04,2025-05-08,3540,30,54,48,57.3,Coder,10,Basic,LKSA1760
LK0334,Deepa Gupta,deepa.gupta38@gmail.com,9248879915,11,7th,Noida,Delhi Public School,MERN Stack Basics - Batch 8,2025-04-29,2025-01-06,791,29,105,23,40.4,Innovator,5,Free,LKDE2774
LK0335,Pranav Choudhary,pranav.choudhary88@gmail.com,9943992568,11,8th,Chennai,Bal Bharati Public School,MERN Stack Basics - Batch 8,2024-03-21,2025-03-19,3601,36,78,44,86.5,Explorer,3,Pro,LKPR9481
LK0336,Vihaan Yadav,vihaan.yadav31@gmail.com,9920404520,11,8th,Lucknow,Amity International School,MERN Stack Basics - Batch 8,2024-07-02,2025-06-28,3475,29,67,11,54.9,Builder,2,Free,LKVI8764
LK0337,Pooja Bajaj,pooja.bajaj25@gmail.com,9221420421,14,7th,Jaipur,The Shri Ram School,MERN Stack Basics - Batch 6,2024-06-13,2025-01-21,2126,75,59,5,64.4,Innovator,7,Free,LKPO2546
LK0338,Deepa Kapoor,deepa.kapoor40@gmail.com,9423201667,13,6th,Bhopal,Delhi Public School,MERN Stack Basics - Batch 6,2024-01-26,2025-06-21,2289,9,14,46,72.9,Champion,8,Free,LKDE3899
LK0339,Dhruv Kumar,dhruv.kumar80@gmail.com,9725108295,11,8th,Lucknow,Springdales School,MERN Stack Basics - Batch 7,2025-03-24,2025-01-30,1390,78,34,12,32.7,Innovator,1,Free,LKDH6035
LK0340,Nikhil Nair,nikhil.nair11@gmail.com,9739838182,11,7th,Mumbai,Delhi Public School,MERN Stack Basics - Batch 8,2024-06-08,2025-04-18,2819,20,8,1,55.7,Beginner,2,Basic,LKNI3133
LK0341,Mehak Desai,mehak.desai99@gmail.com,9719972269,12,7th,Mumbai,Kendriya Vidyalaya,MERN Stack Basics - Batch 7,2024-08-04,2025-02-16,1364,69,111,40,95.7,Explorer,5,Pro,LKME2738
LK0342,Rajan Tiwari,rajan.tiwari15@gmail.com,9335627501,12,7th,Lucknow,DAV Public School,MERN Stack Basics - Batch 7,2024-03-16,2025-02-22,2481,56,19,6,43.6,Explorer,2,Basic,LKRA2953
LK0343,Pooja Mehta,pooja.mehta91@gmail.com,9603835197,13,6th,Pune,DAV Public School,MERN Stack Basics - Batch 8,2024-10-17,2025-04-07,4573,78,15,30,78.0,Beginner,7,Basic,LKPO8415
LK0344,Yash Shukla,yash.shukla30@gmail.com,9231772369,14,7th,Ahmedabad,Ryan International School,MERN Stack Basics - Batch 8,2024-08-13,2025-05-15,460,57,17,22,77.5,Builder,7,Basic,LKYA1946
LK0345,Nikhil Yadav,nikhil.yadav48@gmail.com,9902036582,13,6th,Chandigarh,St. Xavier's School,MERN Stack Basics - Batch 6,2024-12-12,2025-03-27,312,11,59,22,48.2,Beginner,7,Free,LKNI5710
LK0346,Aarush Singh,aarush.singh85@gmail.com,9484704890,13,6th,Ahmedabad,The Shri Ram School,MERN Stack Basics - Batch 7,2024-05-16,2025-03-20,2700,67,23,43,59.8,Explorer,5,Free,LKAA6466
LK0347,Ishaan Bhatia,ishaan.bhatia42@gmail.com,9480368818,11,6th,Mumbai,Ryan International School,MERN Stack Basics - Batch 7,2025-04-02,2025-05-05,399,78,41,9,91.5,Innovator,5,Free,LKIS3429
LK0348,Aryan Yadav,aryan.yadav74@gmail.com,9696142115,11,6th,Mumbai,Ryan International School,MERN Stack Basics - Batch 6,2024-07-20,2025-05-27,4577,9,30,41,69.5,Builder,6,Free,LKAR6569
LK0349,Govind Kumar,govind.kumar57@gmail.com,9146700736,11,8th,Gurugram,Ryan International School,MERN Stack Basics - Batch 6,2025-04-20,2025-06-26,878,47,83,34,41.2,Explorer,9,Pro,LKGO1180
LK0350,Kunal Shukla,kunal.shukla63@gmail.com,9561987574,14,7th,Jaipur,DAV Public School,MERN Stack Basics - Batch 7,2025-05-17,2025-05-28,645,0,57,48,31.9,Explorer,3,Basic,LKKU5934
